,name_x,city_x,index_dbase1,index_dbase2,status,JOB_START_DATE,JOB_END_DATE,EMPLOYER_STATE,name_y,city_y,st_cd,name,h2a_violtn_cnt,findings_start_date,findings_end_date,city,ld_dt
1712,1.0,1.0,9573,281736,CERTIFICATION,2018-04-20,2018-12-06,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1713,1.0,1.0,9632,281736,CERTIFICATION,2018-04-27,2019-01-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1714,1.0,1.0,9636,281736,CERTIFICATION,2018-04-02,2018-12-16,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1715,1.0,1.0,9640,281736,CERTIFICATION,2018-07-08,2019-01-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1716,1.0,1.0,9687,281736,CERTIFICATION,2018-03-16,2018-12-06,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1717,1.0,1.0,9719,281736,CERTIFICATION,2018-04-30,2019-01-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1718,1.0,1.0,9722,281736,CERTIFICATION,2018-04-16,2019-01-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1719,1.0,1.0,9773,281736,CERTIFICATION,2018-04-11,2019-01-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1720,1.0,1.0,9793,281736,CERTIFICATION,2018-07-08,2019-01-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1721,1.0,1.0,9878,281736,CERTIFICATION,2018-04-19,2018-12-06,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1722,1.0,1.0,9998,281736,CERTIFICATION,2018-03-15,2018-12-06,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1723,1.0,1.0,10034,281736,CERTIFICATION,2018-04-30,2019-01-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1724,1.0,1.0,10039,281736,CERTIFICATION,2018-04-30,2019-01-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1725,1.0,1.0,10380,281736,CERTIFICATION,2018-05-10,2019-01-06,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1726,1.0,1.0,10882,281736,CERTIFICATION,2018-05-18,2019-01-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1727,1.0,1.0,10949,281736,CERTIFICATION,,2019-01-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1728,1.0,1.0,10962,281736,CERTIFICATION,2018-05-25,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1729,1.0,1.0,10982,281736,CERTIFICATION,2018-05-23,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1730,1.0,1.0,10984,281736,CERTIFICATION,2018-05-23,2018-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1731,1.0,1.0,11034,281736,CERTIFICATION,2018-05-02,2018-12-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1732,1.0,1.0,11040,281736,CERTIFICATION,2018-05-25,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1733,1.0,1.0,11048,281736,CERTIFICATION,,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1734,1.0,1.0,11051,281736,CERTIFICATION,,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1735,1.0,1.0,11053,281736,CERTIFICATION,,2018-12-06,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1736,1.0,1.0,11056,281736,CERTIFICATION,,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1737,1.0,1.0,11062,281736,CERTIFICATION,,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1738,1.0,1.0,11064,281736,CERTIFICATION,,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1739,1.0,1.0,11067,281736,CERTIFICATION,2018-05-29,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1740,1.0,1.0,11201,281736,CERTIFICATION,,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1741,1.0,1.0,11204,281736,CERTIFICATION,2018-05-29,2018-11-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1742,1.0,1.0,11264,281736,CERTIFICATION,2018-05-25,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1743,1.0,1.0,11267,281736,CERTIFICATION,2018-05-25,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1744,1.0,1.0,11268,281736,CERTIFICATION,2018-05-25,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1745,1.0,1.0,11270,281736,CERTIFICATION,2018-05-25,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1746,1.0,1.0,11281,281736,CERTIFICATION,2018-04-25,2019-01-15,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1747,1.0,1.0,11319,281736,CERTIFICATION,2018-04-26,2018-11-07,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1748,1.0,1.0,11336,281736,CERTIFICATION,,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1749,1.0,1.0,11343,281736,CERTIFICATION,2018-05-25,2018-10-02,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1750,1.0,1.0,11357,281736,CERTIFICATION,2018-06-05,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1751,1.0,1.0,11363,281736,CERTIFICATION,2018-05-31,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1752,1.0,1.0,11392,281736,CERTIFICATION,2018-06-05,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1753,1.0,1.0,11439,281736,CERTIFICATION,2018-06-04,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1754,1.0,1.0,11454,281736,CERTIFICATION,2018-05-24,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1755,1.0,1.0,11472,281736,CERTIFICATION,2018-06-07,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1756,1.0,1.0,11475,281736,CERTIFICATION,,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1757,1.0,1.0,11478,281736,CERTIFICATION,,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1758,1.0,1.0,11483,281736,CERTIFICATION,2018-07-08,2019-01-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1759,1.0,1.0,11618,281736,CERTIFICATION,2018-05-25,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1760,1.0,1.0,11646,281736,CERTIFICATION,2018-05-23,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1761,1.0,1.0,11653,281736,CERTIFICATION,2018-06-01,2019-07-06,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1762,1.0,1.0,11851,281736,CERTIFICATION,2018-06-07,2019-02-06,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1763,1.0,1.0,11907,281736,CERTIFICATION,2018-06-04,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1764,1.0,1.0,11945,281736,CERTIFICATION,,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1765,1.0,1.0,12059,281736,CERTIFICATION,2018-06-15,2019-03-09,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1766,1.0,1.0,12062,281736,CERTIFICATION,2018-06-19,2019-02-06,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1767,1.0,1.0,12066,281736,CERTIFICATION,2018-06-15,2019-03-09,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1768,1.0,1.0,12070,281736,CERTIFICATION,2018-06-18,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1769,1.0,1.0,12074,281736,CERTIFICATION,2018-06-19,2019-01-12,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1770,1.0,1.0,12098,281736,CERTIFICATION,2018-06-20,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1771,1.0,1.0,12108,281736,CERTIFICATION,2018-06-15,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1772,1.0,1.0,12117,281736,CERTIFICATION,,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1773,1.0,1.0,12121,281736,CERTIFICATION,2018-05-25,2018-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1774,1.0,1.0,12141,281736,CERTIFICATION,2018-06-20,2018-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1775,1.0,1.0,12142,281736,CERTIFICATION,2018-06-20,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1776,1.0,1.0,12170,281736,CERTIFICATION,,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1777,1.0,1.0,12173,281736,CERTIFICATION,,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1778,1.0,1.0,12177,281736,CERTIFICATION,2018-06-19,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1779,1.0,1.0,12191,281736,CERTIFICATION,,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1780,1.0,1.0,12199,281736,CERTIFICATION,2018-06-18,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1781,1.0,1.0,12226,281736,CERTIFICATION,2018-06-18,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1782,1.0,1.0,12248,281736,CERTIFICATION,2018-06-18,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1783,1.0,1.0,12270,281736,CERTIFICATION,,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1784,1.0,1.0,12273,281736,CERTIFICATION,,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1785,1.0,1.0,12277,281736,CERTIFICATION,,2018-03-09,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1786,1.0,1.0,12280,281736,CERTIFICATION,2018-06-20,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1787,1.0,1.0,12286,281736,CERTIFICATION,2018-02-24,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1788,1.0,1.0,12287,281736,CERTIFICATION,2018-06-26,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1789,1.0,1.0,12289,281736,CERTIFICATION,2018-05-24,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1790,1.0,1.0,12291,281736,CERTIFICATION,2018-06-19,2018-02-06,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1791,1.0,1.0,12293,281736,CERTIFICATION,2018-05-24,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1792,1.0,1.0,12331,281736,CERTIFICATION,2018-06-20,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1793,1.0,1.0,12365,281736,CERTIFICATION,2018-06-25,2019-03-09,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1794,1.0,1.0,12455,281736,CERTIFICATION,2018-06-15,2019-03-09,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1795,1.0,1.0,12458,281736,CERTIFICATION,2018-06-18,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1796,1.0,1.0,12517,281736,CERTIFICATION,,2018-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1797,1.0,1.0,12526,281736,CERTIFICATION,,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1798,1.0,1.0,12534,281736,CERTIFICATION,,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1799,1.0,1.0,12550,281736,CERTIFICATION,2018-06-14,2019-02-04,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1800,1.0,1.0,12554,281736,PARTIAL CERTIFICATION,,,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1801,1.0,1.0,12569,281736,CERTIFICATION,2018-05-25,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1802,1.0,1.0,12588,281736,CERTIFICATION,,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1803,1.0,1.0,12590,281736,CERTIFICATION,,,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1804,1.0,1.0,12613,281736,CERTIFICATION,2018-05-31,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1805,1.0,1.0,12632,281736,CERTIFICATION,2018-05-25,2019-02-05,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1806,1.0,1.0,12665,281736,CERTIFICATION,,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1807,1.0,1.0,12667,281736,CERTIFICATION,2018-06-15,2019-03-09,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1808,1.0,1.0,12670,281736,CERTIFICATION,,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1809,1.0,1.0,12673,281736,CERTIFICATION,2018-06-19,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1810,1.0,1.0,12676,281736,CERTIFICATION,2018-06-26,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1811,1.0,1.0,12737,281736,CERTIFICATION,,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1812,1.0,1.0,12752,281736,CERTIFICATION,2018-06-18,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1813,1.0,1.0,12758,281736,CERTIFICATION,2018-07-11,2019-02-06,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1814,1.0,1.0,12831,281736,CERTIFICATION,2018-06-28,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1815,1.0,1.0,12940,281736,CERTIFICATION,2018-06-25,2019-03-08,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
1816,1.0,1.0,12949,281736,CERTIFICATION,2018-06-15,2018-03-18,ID,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,WESTERN RANGE ASSOCIATION,11,2013-02-10,2015-06-08,TWIN FALLS,2020-04-14 00:19:50-04:00
